km_start,km_end,typ_trav,typ_rail,qualite_acier,rayon,groupe,element_standard,frequence,reserve_usure_min,annee,km_a_meuler,longueur,bin
14.275671,14.287171,Acier (bêches courtes),UST 36,R 260,312.0,58,3124E111,0.14,-0.0028124999999999,-0.25111607142856246,0.011499999999999844,0.011499999999999844,-1
14.287171,14.30979,Acier (bêches courtes),UST 36,R 260,400.0,59,3124E111,0.14,-0.005718,-0.5105357142857142,0.022618999999998834,0.022618999999998834,-1
14.11934,14.137671000000001,Acier (bêches courtes),UST 36,R 260,130.0,170,3134E111,0.14,-0.069369,-6.193660714285714,0.01833100000000165,0.01833100000000165,<-5
14.30979,14.313421,Acier (bêches courtes),UST 36,R 260,400.0,59,3124E111,0.14,-0.005718,-0.5105357142857142,0.003631000000000384,0.003631000000000384,-1
14.313658,14.329908,Acier (bêches courtes),UST 36,R 260,461.0,220,3124E111,0.14,0.0112649999999999,1.0058035714285625,0.0,0.01624999999999943,1
14.329908,14.421158,Acier (bêches courtes),UST 36,R 260,382.0,221,3124E111,0.14,0.01745,1.5580357142857142,0.0,0.0912500000000005,1
14.421158,14.441658,Acier (bêches courtes),UST 36,R 260,383.0,222,3124E111,0.14,0.0315005,2.8125446428571426,0.0,0.020500000000000185,2
14.487908,14.598158,Acier (bêches courtes),UST 36,R 260,139.0,223,3134E111,0.14,-0.032829,-2.9311607142857135,0.11025000000000063,0.11025000000000063,-3
14.736407999999999,14.789907999999999,Acier (bêches courtes),UST 36,R 260,332.0,224,3124E111,0.14,0.0175250005,1.5647321874999998,0.0,0.05349999999999966,1
14.845407999999999,15.024657999999999,Acier (bêches courtes),UST 36,R 260,276.0,225,3134E111,0.14,0.0038049999999999,0.3397321428571339,0.1792499999999997,0.1792499999999997,0
15.767657999999999,15.843658,Acier (bêches courtes),UST 36,R 260,160.0,226,3134E111,0.14,0.004602,0.4108928571428571,0.07600000000000051,0.07600000000000051,0
15.866907999999999,16.001158,Acier (bêches courtes),UST 36,R 260,185.0,227,3134E111,0.14,0.0077499989999999,0.6919641964285624,0.13425000000000153,0.13425000000000153,0
16.063907999999998,16.137658,Acier (bêches courtes),UST 36,R 260,190.0,228,3134E111,0.14,0.003012001,0.26892866071428567,0.07375000000000043,0.07375000000000043,0
16.479408,16.606158,Béton,46 E1,R 350 HT,205.0,229,31312211,0.067,0.033433,6.237499999999999,0.0,0.12675000000000125,>5
17.517908,17.622158,Acier (bêches courtes),UST 36,R 260,297.0,230,3134E111,0.14,0.020185999,1.802321339285714,0.0,0.1042500000000004,1
18.278157999999998,18.322658,Acier (bêches courtes),UST 36,R 260,468.0,231,3124E111,0.14,0.0249199999999999,2.2249999999999908,0.0,0.04450000000000287,2
18.604714,18.616964,,,,507.0,118,312FEF11,0.14,0.0304699999999999,2.720535714285705,0.0,0.012249999999998096,2
